,Unnamed: 0,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
2372,2372,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,72,23,dikesnet
2376,2376,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,76,23,dikesnet
2382,2382,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,82,23,dikesnet
2389,2389,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,89,23,dikesnet
2415,2415,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,15,24,dikesnet
2436,2436,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,36,24,dikesnet
2444,2444,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,44,24,dikesnet
2449,2449,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,49,24,dikesnet
2460,2460,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,60,24,dikesnet
2472,2472,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,72,24,dikesnet
2476,2476,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,76,24,dikesnet
2482,2482,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,82,24,dikesnet
2489,2489,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,89,24,dikesnet
2515,2515,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,15,25,dikesnet
2536,2536,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,36,25,dikesnet
2544,2544,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,44,25,dikesnet
2549,2549,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,49,25,dikesnet
2560,2560,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,60,25,dikesnet
2572,2572,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,72,25,dikesnet
2576,2576,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,76,25,dikesnet
2582,2582,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,82,25,dikesnet
2589,2589,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,89,25,dikesnet
2615,2615,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,15,26,dikesnet
2636,2636,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,36,26,dikesnet
2644,2644,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,44,26,dikesnet
2649,2649,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,49,26,dikesnet
2660,2660,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,60,26,dikesnet
2672,2672,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,72,26,dikesnet
2676,2676,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,76,26,dikesnet
2682,2682,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,82,26,dikesnet
2689,2689,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,89,26,dikesnet
2715,2715,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,15,27,dikesnet
2736,2736,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,36,27,dikesnet
2744,2744,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,44,27,dikesnet
2749,2749,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,49,27,dikesnet
2760,2760,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,60,27,dikesnet
2772,2772,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,72,27,dikesnet
2776,2776,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,76,27,dikesnet
2782,2782,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,82,27,dikesnet
2789,2789,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,89,27,dikesnet
2815,2815,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,15,28,dikesnet
2836,2836,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,36,28,dikesnet
2844,2844,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,44,28,dikesnet
2849,2849,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,49,28,dikesnet
2860,2860,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,60,28,dikesnet
2872,2872,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,72,28,dikesnet
2876,2876,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,76,28,dikesnet
2882,2882,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,82,28,dikesnet
2889,2889,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,89,28,dikesnet
2915,2915,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,15,29,dikesnet
2936,2936,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,36,29,dikesnet
2944,2944,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,44,29,dikesnet
2949,2949,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,49,29,dikesnet
2960,2960,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,60,29,dikesnet
2972,2972,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,72,29,dikesnet
2976,2976,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,76,29,dikesnet
2982,2982,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,82,29,dikesnet
2989,2989,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,89,29,dikesnet
3015,3015,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,15,30,dikesnet
3036,3036,109,223.70458468504543,1.5,0.5268104858089361,180.34053796252124,10.0,0.632969710020517,270.9188487210933,10.0,0.4384846264725698,246.5680339115808,1.0,0.3193267417282813,304.8324331718113,1.0,0.0140541075303873,2.5,2.5,3.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,36,30,dikesnet
3044,3044,104,239.95183662185588,1.0,0.3479382860445851,129.34918679501834,1.5,0.6895599699730994,121.85369413612122,10.0,0.3149498024584549,85.26849083752737,1.0,0.2055614582658389,284.0476781997335,1.5,0.0652523763670135,1.5,1.5,4.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,44,30,dikesnet
3049,3049,16,111.36757532292933,10.0,0.4376552084756751,170.64368235381613,10.0,0.5060301729344391,37.01995865417004,1.5,0.4874733980712616,146.58887475866825,10.0,0.1795183410767715,191.77821468773604,1.0,0.1310476390699853,4.5,4.5,1.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,49,30,dikesnet
3060,3060,12,147.19689127275782,10.0,0.7054739508709972,340.2239686180633,10.0,0.7714898134707703,312.13011619131555,10.0,0.0494543336733424,176.48631583810638,10.0,0.0703709742316159,324.6792865749088,1.5,0.0258159519480821,2.5,3.5,2.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,60,30,dikesnet
3072,3072,35,235.2297888300525,10.0,0.6691678438004242,244.71723796042343,1.0,0.7560126609904901,108.0736201100414,1.0,0.6489527744207327,89.3586288268483,10.0,0.3775784563408456,131.4633619153621,10.0,0.2175514649676347,3.5,3.5,3.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,72,30,dikesnet
3076,3076,45,117.17628391165088,1.0,0.9461477584987544,132.55975353937464,1.5,0.4124806050002195,304.4180949100032,1.5,0.65298964724963,249.03396838145807,1.5,0.4734112947839278,243.54928633232907,1.0,0.0337329082320543,1.5,3.5,2.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,76,30,dikesnet
3082,3082,73,259.7359376738376,10.0,0.8176652015742627,143.90451493979538,10.0,0.9870545069878206,131.77177252741558,10.0,0.2225826349666239,183.68862697572,1.5,0.1241338654431264,253.66095359604788,1.5,0.0555393800992334,3.5,4.5,1.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,82,30,dikesnet
3089,3089,110,229.3768594087568,1.0,0.5720042176398842,76.93713626202617,1.5,0.7880282644633927,196.00820996224743,1.0,0.3999996024293774,113.68505467986564,1.0,0.3865216651124148,181.02458483934944,1.5,0.2670772043511434,2.5,3.5,4.5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,89,30,dikesnet
3115,3115,4,124.8289419384729,1.5,0.9801307584092888,310.8599937391356,1.5,0.2437294193002248,276.4167808265486,1.0,0.8351183055357406,77.28847704705524,1.5,0.0986037743772394,139.9040991318697,1.5,0.1238392235677178,1.5,1.5,4.5,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,15,31,dikesnet
